latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
54.79789,-1.6039429,43.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),rain_sum (mm),snowfall_sum (cm)
2024-12-07,6.7,8.4,5.0,22.70,46.9,86.8,22.00,0.49
2024-12-08,6.4,7.6,5.1,8.10,41.4,75.6,8.10,0.00
2024-12-09,7.0,8.2,5.7,1.00,23.6,42.8,1.00,0.00
2024-12-10,5.5,6.5,4.3,0.00,15.2,29.9,0.00,0.00
2024-12-11,3.9,5.1,2.3,0.00,10.6,19.8,0.00,0.00
2024-12-12,5.2,6.5,3.7,0.80,6.9,14.4,0.80,0.00
2024-12-13,5.6,7.1,4.1,0.10,12.5,22.0,0.10,0.00
2024-12-14,5.7,9.1,2.7,0.00,20.6,38.9,0.00,0.00
2024-12-15,11.6,12.4,9.8,0.20,32.7,60.1,0.20,0.00
2024-12-16,10.3,11.5,9.2,0.00,27.8,52.2,0.00,0.00
2024-12-17,9.0,10.2,7.7,1.10,35.8,64.4,1.10,0.00
2024-12-18,10.5,13.4,6.1,1.30,37.0,70.2,1.30,0.00
2024-12-19,3.9,5.6,2.5,0.60,26.6,53.6,0.40,0.14
2024-12-20,6.1,8.8,3.0,0.50,27.2,50.8,0.50,0.00
2024-12-21,7.7,10.6,5.0,2.00,44.7,84.6,2.00,0.00
2024-12-22,4.9,6.9,2.7,0.70,40.8,77.4,0.30,0.28
2024-12-23,5.1,9.7,2.9,1.30,26.9,54.7,1.30,0.00
2024-12-24,12.3,13.4,10.0,0.00,23.3,40.3,0.00,0.00
2024-12-25,9.8,10.9,8.7,0.00,13.7,25.6,0.00,0.00
2024-12-26,7.3,9.6,4.9,0.00,13.0,23.4,0.00,0.00
2024-12-27,5.1,8.8,3.4,0.00,10.0,16.6,0.00,0.00
2024-12-28,6.3,9.3,2.9,0.00,14.8,26.3,0.00,0.00
2024-12-29,8.7,10.0,7.0,0.00,27.4,54.4,0.00,0.00
2024-12-30,9.4,10.2,8.9,1.00,29.7,54.7,1.00,0.00
2024-12-31,9.4,9.9,7.9,26.70,38.3,71.3,26.70,0.00
2025-01-01,4.7,7.6,0.0,10.70,34.8,64.4,10.70,0.00
2025-01-02,-0.4,1.5,-1.6,0.00,21.6,40.7,0.00,0.00
2025-01-03,0.9,3.2,-1.1,0.00,30.7,56.5,0.00,0.00
2025-01-04,0.9,3.0,-0.7,0.00,15.3,26.3,0.00,0.00
2025-01-05,1.2,2.2,-0.2,21.10,19.2,33.5,7.90,9.24
2025-01-06,2.4,3.1,1.6,8.60,31.8,57.2,7.20,0.98
2025-01-07,1.1,2.9,0.1,0.20,25.8,47.5,0.00,0.14
2025-01-08,0.1,3.0,-2.4,0.00,26.0,47.2,0.00,0.00
2025-01-09,-0.7,1.4,-1.7,0.00,21.3,40.0,0.00,0.00
2025-01-10,-0.0,3.0,-1.4,0.00,18.8,33.5,0.00,0.00
2025-01-11,-0.1,3.8,-2.1,0.00,12.0,20.9,0.00,0.00
2025-01-12,1.4,4.8,-1.1,0.00,24.1,42.8,0.00,0.00
2025-01-13,6.9,9.5,3.1,0.00,35.6,67.0,0.00,0.00
2025-01-14,8.8,11.3,5.3,0.10,31.7,58.0,0.10,0.00
2025-01-15,7.3,10.1,5.1,0.00,17.2,31.0,0.00,0.00
2025-01-16,6.7,10.5,4.8,0.00,21.5,38.2,0.00,0.00
2025-01-17,6.9,8.8,5.1,0.00,23.4,42.5,0.00,0.00
2025-01-18,2.9,5.9,-1.3,0.00,15.2,29.9,0.00,0.00
2025-01-19,-0.0,1.3,-1.2,0.00,17.8,36.0,0.00,0.00
2025-01-20,2.8,5.0,0.7,0.40,12.1,21.2,0.40,0.00
2025-01-21,4.4,7.8,1.6,0.10,15.6,27.0,0.10,0.00
2025-01-22,1.8,4.4,-0.5,0.00,8.3,14.4,0.00,0.00
2025-01-23,2.5,5.0,-0.3,0.70,24.3,40.7,0.70,0.00
2025-01-24,5.8,9.2,2.9,6.30,49.3,92.2,6.30,0.00
2025-01-25,3.0,5.9,1.1,0.00,26.0,50.8,0.00,0.00
2025-01-26,2.8,4.7,-0.1,4.10,30.1,57.6,3.50,0.42
2025-01-27,4.5,6.5,2.3,14.00,25.5,50.4,9.80,2.94
2025-01-28,5.1,6.8,2.8,0.50,17.8,32.4,0.50,0.00
2025-01-29,4.4,6.9,2.0,0.00,21.0,42.5,0.00,0.00
2025-01-30,3.1,6.3,1.5,0.00,22.3,40.3,0.00,0.00
2025-01-31,4.0,5.9,2.7,1.60,17.6,31.3,1.60,0.00
2025-02-01,3.9,6.8,1.8,0.00,22.7,42.8,0.00,0.00
2025-02-02,4.4,7.7,2.3,0.00,22.2,42.1,0.00,0.00
2025-02-03,7.6,9.6,5.2,0.00,24.3,47.2,0.00,0.00
2025-02-04,8.4,10.1,5.2,1.30,33.9,63.0,1.30,0.00
2025-02-05,4.9,8.0,2.1,0.00,18.4,34.9,0.00,0.00
2025-02-06,2.7,7.6,-0.5,0.00,8.5,14.8,0.00,0.00
2025-02-07,3.7,5.6,0.7,0.60,24.7,46.1,0.60,0.00
2025-02-08,3.6,4.3,2.9,3.00,18.2,35.6,3.00,0.00
2025-02-09,4.9,5.8,4.2,3.80,18.7,34.2,3.80,0.00
2025-02-10,3.7,4.2,3.3,4.90,24.7,43.9,4.90,0.00
2025-02-11,4.2,5.4,3.4,4.40,24.6,47.5,4.40,0.00
2025-02-12,4.0,5.2,3.3,2.10,21.6,40.0,2.10,0.00
2025-02-13,3.3,4.7,2.2,0.20,20.2,38.9,0.20,0.00
2025-02-14,2.1,4.3,0.4,0.60,20.4,39.2,0.00,0.42
2025-02-15,2.2,3.4,0.9,0.30,15.6,28.1,0.00,0.21
2025-02-16,2.8,4.9,0.3,0.10,16.8,32.4,0.10,0.00
2025-02-17,1.4,3.6,-0.4,0.00,20.0,37.8,0.00,0.00
2025-02-18,1.3,4.0,-0.7,0.00,21.6,43.9,0.00,0.00
2025-02-19,2.5,5.1,0.1,0.20,27.2,49.3,0.20,0.00
2025-02-20,10.1,14.1,5.2,3.00,34.8,70.6,3.00,0.00
2025-02-21,11.0,14.6,8.1,1.30,44.7,83.2,1.30,0.00
2025-02-22,8.6,11.7,6.5,0.00,26.4,48.2,0.00,0.00
2025-02-23,8.5,10.9,5.3,6.60,42.9,78.1,6.60,0.00
2025-02-24,9.2,11.1,6.6,0.00,28.7,54.4,0.00,0.00
2025-02-25,6.2,9.4,3.5,0.10,23.4,45.0,0.10,0.00
2025-02-26,3.5,7.8,1.4,2.70,17.7,32.4,1.70,0.70
2025-02-27,4.2,8.6,1.2,0.00,21.7,38.9,0.00,0.00
2025-02-28,4.7,10.0,0.7,0.00,11.1,21.6,0.00,0.00
2025-03-01,5.1,10.5,1.2,0.00,14.8,30.2,0.00,0.00
2025-03-02,6.6,10.9,3.2,0.00,23.2,44.3,0.00,0.00
2025-03-03,8.6,12.0,5.9,0.00,18.1,33.8,0.00,0.00
2025-03-04,7.2,10.1,5.6,0.00,27.6,51.5,0.00,0.00
2025-03-05,7.8,10.3,6.2,0.00,31.7,59.0,0.00,0.00
2025-03-06,9.4,15.3,5.0,0.00,22.1,42.8,0.00,0.00
2025-03-07,10.0,12.1,8.8,0.70,19.0,37.8,0.70,0.00
2025-03-08,10.2,16.2,6.4,0.00,17.3,30.2,0.00,0.00
2025-03-09,7.3,13.5,3.1,0.00,8.8,20.5,0.00,0.00
2025-03-10,4.9,8.9,1.9,0.90,27.2,51.5,0.90,0.00
2025-03-11,4.4,7.8,1.7,0.50,22.1,42.1,0.50,0.00
2025-03-12,3.5,6.3,1.3,5.80,26.5,52.9,2.50,2.31
2025-03-13,3.4,5.8,0.7,1.70,23.2,43.9,1.70,0.00
2025-03-14,3.5,7.1,0.7,0.70,19.0,39.6,0.70,0.00
2025-03-15,3.6,8.5,-0.0,0.00,9.2,21.6,0.00,0.00
2025-03-16,4.7,8.3,-1.0,1.40,19.5,36.7,1.40,0.00
2025-03-17,4.8,7.7,0.5,0.60,17.5,35.3,0.60,0.00
2025-03-18,3.1,8.9,-1.6,0.00,15.1,30.6,0.00,0.00
2025-03-19,4.1,10.6,-1.6,0.00,11.9,25.2,0.00,0.00
2025-03-20,6.5,14.1,-0.4,0.00,10.2,21.6,0.00,0.00
2025-03-21,8.4,13.6,3.3,0.00,17.6,34.9,0.00,0.00
2025-03-22,9.6,13.8,7.1,9.60,14.1,25.9,9.60,0.00
2025-03-23,7.1,10.0,5.4,0.20,17.9,36.4,0.20,0.00
2025-03-24,7.9,13.9,2.6,0.00,13.2,27.0,0.00,0.00
2025-03-25,10.6,15.1,6.9,9.20,23.0,43.6,9.20,0.00
2025-03-26,8.2,14.1,1.6,0.00,16.3,32.0,0.00,0.00
2025-03-27,11.0,13.3,8.4,1.40,34.7,64.8,1.40,0.00
2025-03-28,8.2,9.9,5.6,1.10,28.5,58.0,1.10,0.00
2025-03-29,8.0,10.9,4.9,0.50,36.2,67.3,0.50,0.00
2025-03-30,9.9,14.8,5.3,0.00,32.9,63.4,0.00,0.00
2025-03-31,9.8,15.0,3.3,0.00,13.2,26.3,0.00,0.00
2025-04-01,8.4,14.1,4.6,0.00,15.0,29.9,0.00,0.00
2025-04-02,7.0,12.0,2.5,0.00,17.1,35.6,0.00,0.00
2025-04-03,7.6,12.1,3.9,0.00,17.0,35.3,0.00,0.00
2025-04-04,7.4,11.4,4.0,0.00,18.0,37.1,0.00,0.00
2025-04-05,6.2,8.9,3.6,0.00,17.6,35.3,0.00,0.00
2025-04-06,6.1,11.8,2.1,0.00,15.1,32.0,0.00,0.00
2025-04-07,6.6,12.8,1.4,0.00,15.2,27.0,0.00,0.00
2025-04-08,7.0,13.7,1.8,0.00,14.1,27.0,0.00,0.00
2025-04-09,5.8,8.9,2.5,0.20,18.6,35.3,0.20,0.00
2025-04-10,10.2,18.3,1.9,0.00,18.3,32.4,0.00,0.00
2025-04-11,14.1,20.1,10.2,0.00,21.7,38.5,0.00,0.00
2025-04-12,12.1,17.6,7.0,0.00,20.1,39.6,0.00,0.00
2025-04-13,9.4,12.1,5.0,0.00,22.6,45.0,0.00,0.00
2025-04-14,9.0,13.8,3.5,0.00,30.8,59.4,0.00,0.00
2025-04-15,9.3,12.6,6.2,1.10,14.0,27.7,1.10,0.00
2025-04-16,8.3,10.2,6.8,3.70,29.8,57.2,3.70,0.00
2025-04-17,8.8,13.0,5.9,0.60,19.9,40.0,0.60,0.00
2025-04-18,8.9,12.6,4.4,1.30,20.1,37.1,1.30,0.00
2025-04-19,8.2,10.5,6.7,0.00,22.0,41.8,0.00,0.00
2025-04-20,7.7,11.1,3.9,0.00,12.3,25.6,0.00,0.00
2025-04-21,8.4,11.7,4.4,1.90,16.7,33.1,1.90,0.00
2025-04-22,10.1,14.3,5.9,0.40,15.3,32.0,0.40,0.00
2025-04-23,9.2,12.9,4.8,0.60,16.7,36.4,0.60,0.00
2025-04-24,8.3,11.7,5.1,0.30,11.3,23.0,0.30,0.00
2025-04-25,8.1,11.7,3.1,0.40,14.3,30.2,0.40,0.00
2025-04-26,9.4,14.2,4.6,0.00,17.6,37.4,0.00,0.00
2025-04-27,12.5,16.7,8.9,0.00,23.9,47.2,0.00,0.00
2025-04-28,13.5,18.7,9.5,0.00,14.4,28.8,0.00,0.00
2025-04-29,15.8,22.0,9.5,0.10,15.0,31.0,0.10,0.00
2025-04-30,17.1,23.2,10.6,0.20,10.4,22.7,0.20,0.00
2025-05-01,16.4,22.1,11.0,1.00,17.3,37.1,1.00,0.00
2025-05-02,11.9,16.7,7.1,0.00,16.8,36.0,0.00,0.00
2025-05-03,10.6,14.7,7.1,0.00,23.5,43.9,0.00,0.00
2025-05-04,7.3,9.8,5.1,0.60,27.2,51.5,0.60,0.00
2025-05-05,7.8,10.0,4.5,0.40,18.2,33.8,0.40,0.00
2025-05-06,9.8,18.1,1.4,0.00,11.7,24.8,0.00,0.00
2025-05-07,9.4,12.6,5.8,0.00,14.4,30.6,0.00,0.00
2025-05-08,8.9,11.8,5.8,0.70,12.2,25.9,0.70,0.00
2025-05-09,11.2,17.6,3.9,0.00,15.1,31.3,0.00,0.00
2025-05-10,13.6,19.7,7.0,0.00,16.7,37.4,0.00,0.00
2025-05-11,12.9,18.1,8.0,0.00,14.6,30.6,0.00,0.00
2025-05-12,13.1,18.3,7.8,0.00,16.0,34.9,0.00,0.00
2025-05-13,12.4,17.1,8.0,0.00,13.9,31.3,0.00,0.00
2025-05-14,11.3,14.8,8.5,0.10,17.0,35.3,0.10,0.00
2025-05-15,10.6,14.5,6.6,0.00,23.6,45.4,0.00,0.00
2025-05-16,10.9,15.2,6.1,0.00,19.4,40.3,0.00,0.00
2025-05-17,12.3,17.3,9.1,0.00,22.1,42.8,0.00,0.00
2025-05-18,10.5,13.1,7.8,0.30,22.7,42.8,0.30,0.00
2025-05-19,11.8,15.7,7.8,1.40,18.3,41.4,1.40,0.00
2025-05-20,12.8,18.3,8.0,0.00,10.1,22.7,0.00,0.00
2025-05-21,11.0,14.2,7.4,0.00,15.9,34.6,0.00,0.00
2025-05-22,9.8,12.5,6.3,0.80,18.1,38.2,0.80,0.00
2025-05-23,10.7,15.2,3.9,1.30,9.9,25.2,1.30,0.00
2025-05-24,15.5,19.5,11.1,8.40,26.8,51.5,8.40,0.00
2025-05-25,13.2,15.0,9.4,1.00,33.2,66.6,1.00,0.00
2025-05-26,11.5,13.7,8.4,5.70,30.9,57.6,5.70,0.00
2025-05-27,11.4,14.4,8.7,4.30,24.7,44.3,4.30,0.00
2025-05-28,12.8,16.5,7.9,0.20,18.9,36.4,0.20,0.00
2025-05-29,14.7,18.1,10.6,9.70,30.7,55.8,9.70,0.00
2025-05-30,16.8,19.9,13.0,1.30,23.4,45.7,1.30,0.00
2025-05-31,15.9,19.7,12.4,0.10,28.4,55.4,0.10,0.00
2025-06-01,13.3,16.6,10.2,2.90,28.4,56.2,2.90,0.00
2025-06-02,13.3,16.0,9.9,0.00,29.5,54.0,0.00,0.00
2025-06-03,12.5,15.1,9.5,8.60,33.5,62.3,8.60,0.00
2025-06-04,11.3,14.0,7.7,0.90,30.5,62.3,0.90,0.00
2025-06-05,12.4,16.0,9.6,4.70,17.5,33.8,4.70,0.00
2025-06-06,11.5,15.6,7.6,2.90,17.2,36.0,2.90,0.00
2025-06-07,11.1,14.4,7.7,8.70,17.0,30.2,8.70,0.00
2025-06-08,11.5,15.6,7.5,1.70,22.6,41.0,1.70,0.00
2025-06-09,12.4,15.0,8.6,4.50,24.7,47.9,4.50,0.00
2025-06-10,14.5,17.9,10.0,0.90,24.7,44.6,0.90,0.00
2025-06-11,15.4,22.2,7.5,0.00,18.2,35.6,0.00,0.00
2025-06-12,15.9,19.1,10.0,0.00,23.2,46.4,0.00,0.00
2025-06-13,18.2,22.9,13.9,0.10,26.1,50.4,0.10,0.00
2025-06-14,15.9,20.8,13.1,12.90,25.6,49.7,12.90,0.00
2025-06-15,15.8,19.5,13.5,0.30,23.0,45.0,0.30,0.00
2025-06-16,17.0,21.3,12.5,0.00,22.8,44.3,0.00,0.00
2025-06-17,16.9,20.1,13.9,0.00,25.0,46.4,0.00,0.00
2025-06-18,16.4,20.6,13.5,0.00,20.2,40.0,0.00,0.00
2025-06-19,17.2,21.3,11.3,0.00,17.7,37.4,0.00,0.00
2025-06-20,21.1,28.2,13.4,0.00,21.1,41.4,0.00,0.00
2025-06-21,21.4,27.1,17.6,3.90,25.8,52.2,3.90,0.00
2025-06-22,16.7,19.6,12.3,2.80,32.0,61.2,2.80,0.00
2025-06-23,15.0,18.4,11.0,0.10,36.2,71.6,0.10,0.00
2025-06-24,17.1,20.8,14.6,4.90,27.7,54.0,4.90,0.00
2025-06-25,17.6,21.2,14.2,0.00,25.4,49.3,0.00,0.00
2025-06-26,17.0,19.8,14.4,3.90,27.7,56.2,3.90,0.00
2025-06-27,17.6,21.6,13.6,0.10,37.1,71.3,0.10,0.00
2025-06-28,19.4,22.3,16.8,0.70,31.8,59.4,0.70,0.00
2025-06-29,19.0,24.9,13.0,0.00,19.8,38.9,0.00,0.00
2025-06-30,22.1,27.4,16.8,1.60,22.4,46.8,1.60,0.00
2025-07-01,16.4,19.6,13.7,1.70,14.8,33.1,1.70,0.00
2025-07-02,14.1,16.7,12.2,7.70,30.6,61.9,7.70,0.00
2025-07-03,14.6,18.4,9.6,0.20,23.4,46.4,0.20,0.00
2025-07-04,15.4,18.4,13.7,3.00,35.6,67.7,3.00,0.00
2025-07-05,17.8,21.4,15.4,0.70,28.4,56.9,0.70,0.00
2025-07-06,15.0,17.5,11.3,2.70,18.2,35.3,2.70,0.00
2025-07-07,14.0,19.8,9.6,6.30,31.4,60.8,6.30,0.00
2025-07-08,15.4,20.7,9.3,0.00,17.3,32.0,0.00,0.00
2025-07-09,18.8,22.9,14.3,1.80,19.6,40.0,1.80,0.00
2025-07-10,20.9,27.0,14.5,0.10,12.1,27.7,0.10,0.00
2025-07-11,20.5,26.6,15.1,0.00,13.6,31.0,0.00,0.00
2025-07-12,19.0,24.4,13.4,0.00,16.4,36.0,0.00,0.00
2025-07-13,18.9,24.8,13.5,0.20,15.3,32.8,0.20,0.00
2025-07-14,17.9,22.4,13.0,5.00,18.1,37.4,5.00,0.00
2025-07-15,14.3,17.2,10.9,9.80,29.3,55.1,9.80,0.00
2025-07-16,16.3,20.1,12.7,1.50,16.8,29.5,1.50,0.00
2025-07-17,18.4,23.1,13.1,0.00,18.5,37.4,0.00,0.00
2025-07-18,19.6,23.6,16.4,6.40,16.4,36.7,6.40,0.00
2025-07-19,17.0,18.6,15.4,15.60,15.8,29.2,15.60,0.00
2025-07-20,18.1,22.2,15.6,9.50,17.4,33.1,9.50,0.00
2025-07-21,17.6,21.0,14.4,1.20,10.5,24.5,1.20,0.00
2025-07-22,17.4,21.0,13.5,0.80,16.3,31.7,0.80,0.00
2025-07-23,15.6,17.4,12.8,1.30,13.9,28.1,1.30,0.00
2025-07-24,17.5,20.9,14.2,0.50,13.3,27.4,0.50,0.00
2025-07-25,17.4,21.1,13.1,0.00,19.6,38.5,0.00,0.00
2025-07-26,16.6,19.4,13.3,1.20,17.5,35.6,1.20,0.00
2025-07-27,15.6,18.4,13.3,0.10,21.6,42.8,0.10,0.00
2025-07-28,16.1,18.9,13.3,0.10,18.5,37.1,0.10,0.00
2025-07-29,15.5,20.4,11.3,0.00,12.1,26.3,0.00,0.00
2025-07-30,17.5,22.2,12.0,0.10,20.2,40.0,0.10,0.00
2025-07-31,16.5,20.2,13.6,4.50,23.1,43.2,4.50,0.00
2025-08-01,14.8,17.4,11.9,0.60,19.9,38.9,0.60,0.00
2025-08-02,15.5,20.3,10.8,0.00,15.6,32.0,0.00,0.00
2025-08-03,17.3,21.7,13.3,2.30,24.7,48.2,2.30,0.00
2025-08-04,15.9,19.6,13.6,4.10,43.4,82.1,4.10,0.00
2025-08-05,15.0,18.0,12.3,0.20,33.1,66.2,0.20,0.00
2025-08-06,16.0,20.1,13.0,0.00,22.0,45.0,0.00,0.00
2025-08-07,17.1,21.1,13.8,1.60,26.2,53.3,1.60,0.00
2025-08-08,16.0,19.8,12.0,0.00,30.7,58.7,0.00,0.00
2025-08-09,16.5,19.8,13.1,0.60,29.7,60.8,0.60,0.00
2025-08-10,16.7,21.4,10.4,0.00,20.1,39.2,0.00,0.00
2025-08-11,20.1,25.2,16.4,5.50,16.3,29.2,5.50,0.00
2025-08-12,20.9,27.3,14.7,1.30,12.3,28.4,1.30,0.00
2025-08-13,22.4,29.6,16.3,0.00,14.6,30.2,0.00,0.00
2025-08-14,20.6,25.1,16.0,1.60,15.7,31.7,1.60,0.00
2025-08-15,18.4,23.0,15.1,0.00,15.3,31.0,0.00,0.00
2025-08-16,16.7,19.7,12.9,0.00,9.3,23.8,0.00,0.00
2025-08-17,15.5,19.9,11.1,0.00,12.6,27.7,0.00,0.00
2025-08-18,15.5,17.3,14.2,0.00,12.9,28.8,0.00,0.00
2025-08-19,14.5,16.0,13.3,1.50,20.3,39.2,1.50,0.00
2025-08-20,13.4,15.7,10.7,1.10,21.6,40.7,1.10,0.00
2025-08-21,13.3,16.0,10.9,0.20,14.7,29.9,0.20,0.00
2025-08-22,14.2,17.7,11.1,1.40,12.2,27.7,1.40,0.00
2025-08-23,14.9,18.3,11.7,0.30,14.6,30.2,0.30,0.00
2025-08-24,18.0,23.1,12.5,0.00,12.3,26.3,0.00,0.00
2025-08-25,19.8,25.2,13.6,0.00,20.9,40.3,0.00,0.00
2025-08-26,18.0,21.7,14.4,1.70,24.7,49.7,1.70,0.00
2025-08-27,15.6,20.7,12.1,2.80,24.2,46.1,2.80,0.00
2025-08-28,14.8,19.5,11.4,1.00,24.2,47.9,1.00,0.00
2025-08-29,15.2,19.9,11.1,0.00,18.2,37.1,0.00,0.00
2025-08-30,16.2,20.9,12.2,3.70,29.2,53.6,3.70,0.00
2025-08-31,16.2,20.4,12.9,0.50,31.3,61.2,0.50,0.00
2025-09-01,15.2,18.6,12.9,0.60,32.0,62.3,0.60,0.00
2025-09-02,15.5,19.2,11.6,2.00,19.6,39.2,2.00,0.00
2025-09-03,15.1,18.4,13.0,3.80,23.0,43.9,3.80,0.00
2025-09-04,14.0,18.0,11.7,9.60,12.5,22.3,9.60,0.00
2025-09-05,14.5,18.9,11.1,0.20,18.7,36.4,0.20,0.00
2025-09-06,15.5,20.3,10.6,0.00,23.6,43.6,0.00,0.00
2025-09-07,17.7,21.6,14.7,3.30,22.7,41.4,3.30,0.00
2025-09-08,14.5,17.7,11.0,0.00,19.5,40.7,0.00,0.00
2025-09-09,13.8,19.3,8.7,0.00,19.8,41.0,0.00,0.00
2025-09-10,14.7,18.5,11.4,4.00,31.5,63.0,4.00,0.00
2025-09-11,12.3,14.9,9.7,0.00,25.3,50.4,0.00,0.00
2025-09-12,12.1,15.4,9.5,0.40,27.3,54.4,0.40,0.00
2025-09-13,12.0,15.3,9.4,3.50,26.3,51.8,3.50,0.00
2025-09-14,12.0,15.3,8.8,9.30,25.7,48.6,9.30,0.00
2025-09-15,13.9,16.2,12.1,10.90,27.5,57.2,10.90,0.00
2025-09-16,13.7,16.6,11.5,0.80,24.5,47.2,0.80,0.00
2025-09-17,14.3,19.8,11.1,8.60,28.5,51.8,8.60,0.00
2025-09-18,15.9,18.4,12.4,0.10,28.2,55.4,0.10,0.00
2025-09-19,18.0,19.6,15.9,3.40,25.3,49.7,3.40,0.00
2025-09-20,11.8,15.8,8.7,32.40,30.2,55.1,32.40,0.00
2025-09-21,9.1,12.8,6.3,3.60,29.1,55.1,3.60,0.00
2025-09-22,9.0,13.1,4.8,0.00,15.9,32.4,0.00,0.00
2025-09-23,10.0,14.6,6.2,0.00,11.2,21.6,0.00,0.00
2025-09-24,10.5,14.6,7.4,0.40,11.3,23.8,0.40,0.00
2025-09-25,10.8,15.9,6.7,0.00,13.1,27.0,0.00,0.00
2025-09-26,11.6,15.6,7.3,0.10,17.7,35.6,0.10,0.00
2025-09-27,11.9,14.6,8.8,3.60,23.1,46.1,3.60,0.00
2025-09-28,12.1,15.7,8.9,3.20,19.5,37.4,3.20,0.00
2025-09-29,10.9,15.7,6.2,0.00,11.0,21.2,0.00,0.00
2025-09-30,12.6,16.6,9.0,0.00,14.6,29.5,0.00,0.00
2025-10-01,13.5,15.8,11.4,11.90,22.0,38.2,11.90,0.00
2025-10-02,14.5,17.8,12.2,2.50,31.7,55.8,2.50,0.00
2025-10-03,14.3,17.9,11.6,13.40,49.1,88.6,13.40,0.00
2025-10-04,11.1,13.2,9.5,1.00,38.9,71.6,1.00,0.00
2025-10-05,12.2,14.5,10.2,0.00,41.7,77.8,0.00,0.00
2025-10-06,14.5,17.0,12.0,1.90,28.4,51.5,1.90,0.00
2025-10-07,14.3,16.7,12.4,0.00,29.0,53.6,0.00,0.00
2025-10-08,11.0,14.4,7.1,0.00,19.5,37.8,0.00,0.00
2025-10-09,13.7,16.3,11.9,0.00,25.6,51.5,0.00,0.00
2025-10-10,12.8,16.4,8.1,0.00,18.3,36.0,0.00,0.00
2025-10-11,11.1,15.5,7.7,0.00,8.9,18.7,0.00,0.00
2025-10-12,11.1,15.7,6.6,0.00,6.7,15.5,0.00,0.00
2025-10-13,12.5,16.4,9.6,0.00,9.6,20.2,0.00,0.00
2025-10-14,10.3,12.0,9.0,0.00,10.1,21.2,0.00,0.00
2025-10-15,9.9,12.4,6.3,0.00,7.0,17.3,0.00,0.00
2025-10-16,9.0,12.2,6.0,0.00,10.1,20.2,0.00,0.00
2025-10-17,9.1,12.0,6.9,0.00,7.0,15.8,0.00,0.00
2025-10-18,9.6,11.8,7.3,0.00,16.4,31.3,0.00,0.00
2025-10-19,11.7,14.4,8.7,14.40,23.8,50.8,14.40,0.00
2025-10-20,11.3,13.4,9.1,7.00,13.2,27.4,7.00,0.00
2025-10-21,10.9,13.5,8.7,7.60,24.0,45.0,7.60,0.00
2025-10-22,9.5,13.1,6.0,0.20,22.3,41.0,0.20,0.00
2025-10-23,7.7,10.1,6.1,1.90,27.5,51.5,1.90,0.00
2025-10-24,8.2,11.0,6.3,6.70,32.5,57.2,6.70,0.00
2025-10-25,7.1,8.9,4.9,1.10,31.1,58.7,1.10,0.00
2025-10-26,6.7,10.5,3.5,1.90,32.7,59.8,1.90,0.00
2025-10-27,7.9,10.0,5.3,4.70,36.1,69.8,4.70,0.00
2025-10-28,9.9,12.1,7.6,2.50,34.7,65.2,2.50,0.00
2025-10-29,8.1,11.1,4.9,0.10,23.1,43.9,0.10,0.00
2025-10-30,7.2,10.0,2.9,0.30,29.1,54.4,0.30,0.00
2025-10-31,11.6,14.1,9.6,2.50,32.0,58.3,2.50,0.00
2025-11-01,9.8,12.0,5.7,2.30,34.0,64.1,2.30,0.00
2025-11-02,7.5,10.8,5.1,2.10,22.4,41.8,2.10,0.00
2025-11-03,13.1,15.0,8.9,4.40,32.3,59.0,4.40,0.00
2025-11-04,14.2,15.8,12.4,5.50,31.2,59.4,5.50,0.00
2025-11-05,13.8,16.7,12.1,5.80,23.2,45.4,5.80,0.00
2025-11-06,12.4,14.3,10.8,3.30,19.3,36.4,3.30,0.00
2025-11-07,12.3,13.9,11.3,0.00,18.9,33.5,0.00,0.00
2025-11-08,11.5,14.7,8.3,0.00,14.3,27.4,0.00,0.00
2025-11-09,9.1,10.8,7.0,7.00,22.7,40.0,7.00,0.00
2025-11-10,10.7,12.7,8.7,5.00,24.3,43.2,5.00,0.00
2025-11-11,9.9,13.1,7.2,9.90,34.8,62.6,9.90,0.00
2025-11-12,11.8,13.8,10.2,6.70,25.3,45.4,6.70,0.00
2025-11-13,8.7,10.5,7.3,34.20,19.6,40.0,34.20,0.00
2025-11-14,7.6,8.2,6.8,7.20,32.1,59.0,7.20,0.00
2025-11-15,8.0,9.1,7.3,5.80,29.6,55.8,5.80,0.00
2025-11-16,6.0,7.5,4.2,0.00,18.4,33.5,0.00,0.00
2025-11-17,3.4,5.6,1.1,0.00,23.5,44.3,0.00,0.00
2025-11-18,2.7,5.0,0.6,5.80,18.4,33.5,5.00,0.56
2025-11-19,1.4,3.2,-0.7,3.60,25.6,51.8,3.10,0.35
2025-11-20,0.9,3.0,-0.9,0.40,30.5,56.2,0.00,0.28
2025-11-21,1.5,4.4,-1.1,0.00,17.3,31.3,0.00,0.00
2025-11-22,4.9,8.4,2.8,0.70,29.9,52.9,0.70,0.00
2025-11-23,4.4,7.1,2.6,7.50,22.5,40.0,5.90,1.12
2025-11-24,5.3,7.2,2.9,7.00,24.1,46.1,6.90,0.07
2025-11-25,3.7,6.4,0.8,0.90,21.0,40.3,0.90,0.00
