latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
56.41476,-3.3609924,11.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),rain_sum (mm),snowfall_sum (cm)
2024-06-25,15.8,21.0,12.3,5.50,20.1,35.6,5.50,0.00
2024-06-26,14.3,17.3,11.9,0.80,17.7,32.0,0.80,0.00
2024-06-27,14.8,16.8,12.8,2.20,26.8,49.3,2.20,0.00
2024-06-28,13.3,15.6,9.9,2.70,33.7,60.1,2.70,0.00
2024-06-29,12.5,15.9,9.4,0.00,25.9,46.8,0.00,0.00
2024-06-30,13.7,17.9,7.9,0.00,12.3,24.1,0.00,0.00
2024-07-01,13.7,18.4,9.8,2.40,20.6,39.2,2.40,0.00
2024-07-02,12.7,16.6,9.4,1.00,20.6,37.8,1.00,0.00
2024-07-03,11.9,15.4,9.0,2.40,25.7,51.8,2.40,0.00
2024-07-04,11.3,13.9,8.4,1.10,36.2,65.5,1.10,0.00
2024-07-05,13.1,16.5,10.1,0.60,27.4,49.3,0.60,0.00
2024-07-06,11.5,16.2,6.9,9.10,14.1,28.8,9.10,0.00
2024-07-07,12.6,16.2,7.4,2.20,10.6,23.4,2.20,0.00
2024-07-08,12.4,17.8,6.5,0.80,14.0,27.7,0.80,0.00
2024-07-09,12.5,15.9,8.8,2.00,23.8,43.2,2.00,0.00
2024-07-10,14.2,17.2,12.3,1.50,19.7,35.6,1.50,0.00
2024-07-11,13.1,16.2,10.1,0.90,14.5,28.1,0.90,0.00
2024-07-12,13.6,18.1,8.4,0.30,9.5,19.4,0.30,0.00
2024-07-13,13.6,15.6,10.6,1.50,9.9,19.8,1.50,0.00
2024-07-14,14.7,19.5,11.5,0.10,13.5,26.3,0.10,0.00
2024-07-15,15.3,21.6,11.9,2.60,12.3,27.0,2.60,0.00
2024-07-16,15.3,18.6,12.4,9.60,11.9,22.0,9.60,0.00
2024-07-17,15.6,20.4,9.4,0.10,18.1,33.8,0.10,0.00
2024-07-18,16.3,19.3,13.9,1.40,20.8,38.2,1.40,0.00
2024-07-19,17.6,20.9,14.4,0.50,23.1,42.8,0.50,0.00
2024-07-20,16.9,20.9,13.6,10.80,15.0,27.7,10.80,0.00
2024-07-21,14.2,17.0,10.1,0.00,22.5,41.0,0.00,0.00
2024-07-22,14.4,18.0,12.0,1.40,8.8,19.1,1.40,0.00
2024-07-23,15.4,19.5,11.1,1.00,15.3,27.4,1.00,0.00
2024-07-24,15.8,19.8,11.8,0.60,13.6,24.5,0.60,0.00
2024-07-25,15.7,17.9,12.4,0.60,19.1,34.9,0.60,0.00
2024-07-26,14.1,17.4,10.6,0.30,24.8,46.1,0.30,0.00
2024-07-27,14.8,18.9,9.5,0.80,11.8,25.2,0.80,0.00
2024-07-28,15.3,20.5,7.8,0.00,17.1,32.4,0.00,0.00
2024-07-29,16.3,18.8,13.8,0.00,20.0,37.1,0.00,0.00
2024-07-30,15.8,19.3,11.8,0.00,21.4,40.7,0.00,0.00
2024-07-31,14.0,20.5,7.4,0.10,12.6,23.0,0.10,0.00
2024-08-01,16.0,21.1,10.9,0.10,18.1,33.8,0.10,0.00
2024-08-02,17.3,21.9,12.1,1.90,24.9,44.6,1.90,0.00
2024-08-03,13.8,17.8,8.5,0.10,21.3,39.6,0.10,0.00
2024-08-04,14.8,18.1,10.9,3.00,22.2,41.8,3.00,0.00
2024-08-05,19.0,23.2,15.4,3.40,27.4,53.3,3.40,0.00
2024-08-06,16.2,19.0,13.0,0.90,21.4,40.3,0.90,0.00
2024-08-07,14.2,17.0,12.1,1.70,31.2,58.0,1.70,0.00
2024-08-08,14.4,17.5,11.6,4.90,18.7,34.2,4.90,0.00
2024-08-09,15.2,17.8,12.8,0.50,34.4,62.6,0.50,0.00
2024-08-10,15.3,18.3,12.2,0.10,31.0,56.2,0.10,0.00
2024-08-11,15.2,20.1,11.4,0.00,18.2,32.4,0.00,0.00
2024-08-12,16.7,21.8,12.0,6.70,20.9,46.8,6.70,0.00
2024-08-13,14.9,19.7,10.0,1.60,31.1,54.7,1.60,0.00
2024-08-14,15.0,19.9,8.4,0.00,17.9,33.8,0.00,0.00
2024-08-15,15.0,17.5,11.2,13.50,22.4,42.1,13.50,0.00
2024-08-16,13.6,16.5,10.4,0.00,32.2,58.0,0.00,0.00
2024-08-17,14.7,17.2,12.5,0.00,25.9,46.8,0.00,0.00
2024-08-18,14.1,17.2,11.9,0.00,28.7,51.5,0.00,0.00
2024-08-19,14.2,17.0,10.8,15.30,18.4,37.1,15.30,0.00
2024-08-20,13.3,14.8,11.5,2.60,29.2,54.0,2.60,0.00
2024-08-21,13.1,15.4,9.6,5.80,29.5,52.9,5.80,0.00
2024-08-22,14.6,16.6,11.1,4.30,34.2,61.6,4.30,0.00
2024-08-23,12.8,16.0,10.6,12.30,29.2,52.9,12.30,0.00
2024-08-24,12.3,15.9,9.0,0.40,26.9,48.2,0.40,0.00
2024-08-25,12.1,14.1,9.6,6.00,30.2,54.0,6.00,0.00
2024-08-26,13.1,16.5,8.4,0.40,18.1,33.1,0.40,0.00
2024-08-27,16.5,19.5,13.2,11.20,26.5,56.2,11.20,0.00
2024-08-28,16.5,20.5,11.9,2.30,21.7,42.1,2.30,0.00
2024-08-29,13.0,15.9,10.6,1.00,27.2,51.5,1.00,0.00
2024-08-30,13.0,17.4,8.7,0.00,17.3,32.4,0.00,0.00
2024-08-31,12.0,18.0,5.8,0.00,16.2,30.2,0.00,0.00
2024-09-01,13.0,15.9,8.4,0.20,23.2,41.0,0.20,0.00
2024-09-02,15.2,17.2,13.4,16.40,15.2,27.0,16.40,0.00
2024-09-03,12.3,15.9,7.7,0.00,18.8,34.2,0.00,0.00
2024-09-04,11.0,15.6,5.2,2.80,14.6,27.7,2.80,0.00
2024-09-05,15.2,19.1,11.6,0.00,19.6,34.9,0.00,0.00
2024-09-06,16.3,21.6,11.8,0.00,15.9,30.2,0.00,0.00
2024-09-07,15.6,21.0,11.0,0.00,14.2,27.7,0.00,0.00
2024-09-08,15.7,18.0,14.2,5.40,11.0,22.3,5.40,0.00
2024-09-09,12.1,15.1,9.1,0.40,23.3,43.6,0.40,0.00
2024-09-10,11.1,13.6,6.8,2.80,30.4,63.0,2.80,0.00
2024-09-11,8.9,12.9,5.3,0.00,22.4,41.4,0.00,0.00
2024-09-12,7.8,12.4,2.7,0.00,17.1,33.1,0.00,0.00
2024-09-13,7.7,12.6,1.0,2.20,17.2,32.8,2.20,0.00
2024-09-14,13.9,17.0,9.7,1.70,24.6,45.0,1.70,0.00
2024-09-15,12.8,15.9,6.9,0.10,21.6,42.1,0.10,0.00
2024-09-16,10.3,16.5,3.8,0.00,8.7,19.4,0.00,0.00
2024-09-17,15.0,21.6,8.9,0.00,10.9,24.1,0.00,0.00
2024-09-18,12.9,19.0,8.2,0.00,13.8,25.6,0.00,0.00
2024-09-19,11.7,16.4,7.8,0.00,8.0,17.3,0.00,0.00
2024-09-20,12.2,14.6,8.7,0.20,13.4,25.6,0.20,0.00
2024-09-21,13.0,15.1,11.8,0.20,16.3,30.6,0.20,0.00
2024-09-22,11.7,14.2,8.6,0.00,13.4,24.8,0.00,0.00
2024-09-23,10.6,11.6,9.8,0.00,4.9,11.2,0.00,0.00
2024-09-24,9.8,13.1,5.3,2.40,19.5,39.6,2.40,0.00
2024-09-25,6.8,11.4,2.1,0.10,16.8,29.5,0.10,0.00
2024-09-26,9.0,11.3,7.9,2.30,29.4,53.3,2.30,0.00
2024-09-27,8.2,10.9,5.1,0.00,23.2,43.6,0.00,0.00
2024-09-28,7.5,11.9,3.6,0.00,12.5,23.0,0.00,0.00
2024-09-29,8.7,13.2,4.2,0.00,13.9,26.3,0.00,0.00
2024-09-30,10.2,12.6,7.1,2.00,16.2,30.2,2.00,0.00
2024-10-01,10.5,13.4,8.5,0.20,23.4,42.8,0.20,0.00
2024-10-02,9.6,13.8,4.2,0.00,19.5,34.9,0.00,0.00
2024-10-03,8.8,13.1,4.0,0.00,13.3,24.8,0.00,0.00
2024-10-04,10.7,14.1,7.4,0.50,19.5,35.3,0.50,0.00
2024-10-05,11.9,15.4,7.7,0.00,16.6,30.6,0.00,0.00
2024-10-06,10.9,13.6,7.8,5.80,14.6,27.7,5.80,0.00
2024-10-07,12.0,15.5,10.2,2.00,13.3,25.2,2.00,0.00
2024-10-08,11.5,13.3,10.5,0.90,20.3,38.9,0.90,0.00
2024-10-09,9.0,10.8,4.1,0.00,22.9,41.4,0.00,0.00
2024-10-10,5.5,9.2,2.8,0.00,17.7,33.1,0.00,0.00
2024-10-11,7.9,10.0,4.7,1.00,20.4,36.4,1.00,0.00
2024-10-12,7.4,9.1,4.8,7.20,25.9,46.8,7.20,0.00
2024-10-13,4.8,7.9,0.7,0.00,15.0,30.2,0.00,0.00
2024-10-14,5.6,10.9,2.2,0.00,8.6,16.6,0.00,0.00
2024-10-15,8.1,12.1,2.6,0.20,18.2,32.4,0.20,0.00
2024-10-16,12.2,13.9,11.3,17.80,23.0,42.1,17.80,0.00
2024-10-17,12.8,15.7,10.6,14.20,16.2,31.7,14.20,0.00
2024-10-18,11.7,14.1,7.2,5.00,28.5,55.1,5.00,0.00
2024-10-19,10.2,13.1,4.8,0.00,15.1,28.4,0.00,0.00
2024-10-20,10.8,14.0,5.8,8.20,44.3,80.3,8.20,0.00
2024-10-21,10.6,11.9,9.1,1.80,34.7,66.6,1.80,0.00
2024-10-22,9.9,12.6,8.4,0.00,24.7,45.4,0.00,0.00
2024-10-23,11.0,13.5,8.5,0.10,22.4,40.0,0.10,0.00
2024-10-24,11.9,13.9,8.9,0.10,19.2,36.7,0.10,0.00
2024-10-25,9.4,12.5,5.2,0.20,14.6,26.3,0.20,0.00
2024-10-26,10.5,13.1,5.4,3.00,26.8,49.0,3.00,0.00
2024-10-27,7.5,10.6,4.7,0.10,20.9,39.2,0.10,0.00
2024-10-28,11.0,13.4,8.5,3.10,7.6,14.0,3.10,0.00
2024-10-29,11.4,14.6,7.9,0.00,15.1,26.6,0.00,0.00
2024-10-30,9.8,13.1,6.1,0.00,19.0,34.6,0.00,0.00
2024-10-31,13.0,14.4,12.1,0.00,31.2,58.0,0.00,0.00
2024-11-01,11.6,14.8,7.6,1.40,24.0,43.2,1.40,0.00
2024-11-02,9.6,12.4,7.6,0.00,14.1,25.6,0.00,0.00
2024-11-03,8.6,11.8,4.9,0.00,9.5,19.1,0.00,0.00
2024-11-04,8.6,10.6,6.4,0.00,8.4,15.1,0.00,0.00
2024-11-05,7.0,9.5,4.1,0.00,5.7,11.5,0.00,0.00
2024-11-06,10.7,13.4,6.8,0.10,7.0,14.0,0.10,0.00
2024-11-07,11.5,13.7,8.1,0.10,10.8,21.2,0.10,0.00
2024-11-08,9.3,10.8,5.8,0.00,8.8,17.3,0.00,0.00
2024-11-09,7.2,8.2,5.8,0.00,4.4,9.4,0.00,0.00
2024-11-10,7.2,10.4,4.8,0.80,10.7,20.9,0.80,0.00
2024-11-11,5.3,10.1,3.2,0.00,10.3,15.8,0.00,0.00
2024-11-12,3.0,7.7,0.6,0.00,8.0,14.0,0.00,0.00
2024-11-13,6.7,11.6,1.1,0.00,10.5,18.0,0.00,0.00
2024-11-14,4.1,7.9,0.7,0.00,6.5,11.2,0.00,0.00
2024-11-15,10.6,12.1,7.6,0.20,27.5,51.5,0.20,0.00
2024-11-16,6.5,10.2,2.7,0.20,20.0,38.2,0.20,0.00
2024-11-17,1.6,4.8,-1.1,0.00,12.1,24.8,0.00,0.00
2024-11-18,-1.4,2.4,-4.7,0.00,9.9,19.1,0.00,0.00
2024-11-19,-2.5,1.9,-7.4,0.00,14.4,29.5,0.00,0.00
2024-11-20,-0.7,2.6,-4.0,0.20,19.7,37.1,0.00,0.14
2024-11-21,-0.9,2.3,-5.5,0.20,19.2,37.1,0.00,0.14
2024-11-22,-1.8,2.2,-4.8,0.00,12.1,24.8,0.00,0.00
2024-11-23,0.1,3.2,-4.9,20.70,33.9,61.6,6.20,10.15
2024-11-24,8.3,11.4,2.2,5.50,30.8,58.7,5.50,0.00
2024-11-25,6.9,9.0,4.8,2.40,37.6,70.6,2.40,0.00
2024-11-26,2.1,4.9,-1.4,0.50,18.3,35.3,0.50,0.00
2024-11-27,-0.9,2.8,-4.3,0.00,6.9,13.0,0.00,0.00
2024-11-28,-2.8,2.2,-6.8,0.00,5.9,12.6,0.00,0.00
2024-11-29,4.4,8.2,2.3,2.00,12.5,24.5,2.00,0.00
2024-11-30,11.1,13.6,8.6,0.50,32.1,60.8,0.50,0.00
2024-12-01,10.7,12.1,6.8,2.80,25.5,59.8,2.80,0.00
2024-12-02,4.1,7.1,-1.2,5.90,18.9,36.0,5.90,0.00
2024-12-03,-0.4,2.6,-3.3,3.10,11.7,25.6,3.10,0.00
2024-12-04,2.8,9.1,-0.4,7.00,21.5,40.7,7.00,0.00
2024-12-05,7.3,9.4,5.3,1.30,21.0,39.6,1.30,0.00
2024-12-06,4.1,6.8,1.6,12.90,27.6,51.5,10.10,1.96
2024-12-07,5.6,6.3,3.8,10.40,34.4,65.9,9.90,0.35
2024-12-08,5.5,6.8,3.7,0.00,29.0,58.3,0.00,0.00
2024-12-09,0.9,4.5,-3.0,0.00,14.4,27.0,0.00,0.00
2024-12-10,-2.8,-0.7,-5.2,0.00,3.1,9.0,0.00,0.00
2024-12-11,-2.7,0.3,-5.9,0.00,3.4,9.4,0.00,0.00
2024-12-12,-1.0,1.2,-3.6,0.10,8.3,16.6,0.10,0.00
2024-12-13,1.4,3.2,-1.2,0.00,10.6,20.2,0.00,0.00
2024-12-14,2.0,5.8,-0.9,0.00,15.4,28.4,0.00,0.00
2024-12-15,10.0,11.4,6.4,2.00,36.6,71.3,2.00,0.00
2024-12-16,9.8,10.9,9.2,1.20,32.5,61.2,1.20,0.00
2024-12-17,9.0,9.8,7.7,5.00,22.6,43.6,5.00,0.00
2024-12-18,9.2,13.4,2.9,1.90,34.1,65.9,1.90,0.00
2024-12-19,2.5,5.7,0.9,0.70,19.2,36.7,0.10,0.42
2024-12-20,5.4,7.9,2.2,1.80,25.3,46.1,1.80,0.00
2024-12-21,6.5,8.2,4.6,1.40,34.0,64.1,1.40,0.00
2024-12-22,4.7,6.9,2.3,0.80,40.9,77.4,0.80,0.00
2024-12-23,4.2,9.1,1.8,1.80,26.6,51.1,1.80,0.00
2024-12-24,11.7,13.0,9.7,0.10,27.9,52.6,0.10,0.00
2024-12-25,10.9,11.4,10.0,0.00,23.4,44.6,0.00,0.00
2024-12-26,9.7,10.6,8.9,5.70,18.6,35.3,5.70,0.00
2024-12-27,8.8,9.4,7.9,0.00,12.4,23.8,0.00,0.00
2024-12-28,8.6,9.9,6.8,0.20,21.4,40.3,0.20,0.00
2024-12-29,9.5,10.3,7.2,0.90,36.8,69.8,0.90,0.00
2024-12-30,8.4,11.1,3.8,18.60,38.4,71.3,18.60,0.00
2024-12-31,8.1,10.4,3.9,10.00,37.2,69.1,10.00,0.00
2025-01-01,3.4,7.1,-0.9,6.40,30.6,59.8,6.30,0.07
2025-01-02,-1.0,1.8,-2.6,0.00,20.0,37.1,0.00,0.00
2025-01-03,-0.5,2.2,-3.7,0.20,20.5,40.0,0.00,0.14
2025-01-04,-0.6,2.5,-2.9,0.30,11.3,20.2,0.00,0.21
2025-01-05,-0.2,0.9,-1.4,1.40,10.8,20.5,0.00,0.98
2025-01-06,1.4,3.2,0.1,0.70,16.7,32.8,0.20,0.35
2025-01-07,-0.7,1.0,-2.2,2.10,17.5,40.7,0.00,1.47
2025-01-08,-3.9,-1.0,-6.2,0.00,13.4,27.0,0.00,0.00
2025-01-09,-3.0,1.9,-6.9,0.00,16.0,31.0,0.00,0.00
2025-01-10,-4.8,-0.2,-7.1,0.00,5.5,11.9,0.00,0.00
2025-01-11,-3.7,-1.1,-7.1,0.00,4.4,10.1,0.00,0.00
2025-01-12,1.2,5.2,-2.3,0.10,11.7,23.0,0.10,0.00
2025-01-13,8.5,10.1,4.9,1.60,24.3,45.4,1.60,0.00
2025-01-14,7.7,9.4,5.8,0.10,21.3,39.2,0.10,0.00
2025-01-15,8.1,10.3,4.7,0.00,16.3,31.7,0.00,0.00
2025-01-16,5.9,8.6,2.5,0.00,15.8,29.5,0.00,0.00
2025-01-17,8.0,9.9,6.0,0.00,19.4,38.2,0.00,0.00
2025-01-18,6.5,7.7,5.3,0.00,21.5,40.0,0.00,0.00
2025-01-19,4.1,5.0,1.9,0.00,8.7,16.9,0.00,0.00
2025-01-20,4.9,7.4,2.8,0.10,10.3,19.1,0.10,0.00
2025-01-21,4.0,6.7,-0.5,0.00,12.8,24.5,0.00,0.00
2025-01-22,0.9,2.9,-0.7,0.90,3.7,10.1,0.90,0.00
2025-01-23,1.4,4.3,-1.5,1.00,11.7,22.0,1.00,0.00
2025-01-24,4.1,7.7,1.6,13.60,54.5,104.0,12.30,0.91
2025-01-25,2.5,4.5,0.9,0.90,30.0,63.4,0.50,0.28
2025-01-26,2.4,4.1,-0.3,4.70,25.2,46.4,4.60,0.07
2025-01-27,3.5,4.8,2.4,5.50,11.7,27.0,5.50,0.00
2025-01-28,4.8,7.7,3.2,0.00,14.7,27.0,0.00,0.00
2025-01-29,3.9,6.8,-0.2,3.40,19.6,36.7,2.50,0.63
2025-01-30,0.6,4.3,-1.5,0.30,14.6,28.8,0.30,0.00
2025-01-31,1.5,4.4,-0.9,0.90,4.6,9.7,0.90,0.00
2025-02-01,3.1,6.5,-0.5,0.50,16.6,33.5,0.50,0.00
2025-02-02,5.5,7.8,3.3,0.60,17.5,33.1,0.60,0.00
2025-02-03,7.5,10.6,3.5,1.30,23.8,45.7,1.30,0.00
2025-02-04,7.5,9.4,3.3,13.60,25.6,49.7,13.60,0.00
2025-02-05,3.9,6.9,1.1,0.00,21.8,42.1,0.00,0.00
2025-02-06,2.1,6.9,-1.6,0.00,7.8,16.6,0.00,0.00
2025-02-07,0.9,5.9,-3.2,0.10,15.8,29.5,0.10,0.00
2025-02-08,1.3,3.7,-0.6,0.20,10.6,18.4,0.20,0.00
2025-02-09,2.0,4.8,-0.6,0.10,14.4,25.9,0.10,0.00
2025-02-10,2.8,4.1,2.2,1.80,23.0,43.9,1.80,0.00
2025-02-11,4.0,5.6,2.5,2.30,23.2,45.7,2.30,0.00
2025-02-12,4.1,5.5,3.2,0.00,24.0,44.6,0.00,0.00
2025-02-13,3.2,5.0,1.9,0.00,15.1,28.8,0.00,0.00
2025-02-14,2.2,4.1,0.3,0.00,12.9,27.0,0.00,0.00
2025-02-15,2.3,4.2,0.4,1.50,15.9,29.2,0.50,0.70
2025-02-16,3.8,5.6,1.5,0.40,18.4,36.0,0.40,0.00
2025-02-17,1.6,3.0,0.2,0.90,14.6,27.4,0.90,0.00
2025-02-18,1.7,3.7,0.1,1.10,12.7,24.8,0.30,0.56
2025-02-19,2.7,5.2,-0.7,0.60,16.3,31.0,0.60,0.00
2025-02-20,9.0,12.4,4.8,11.10,32.3,62.6,11.10,0.00
2025-02-21,10.0,13.2,7.9,10.80,32.6,60.8,10.80,0.00
2025-02-22,7.8,10.4,5.2,0.00,26.0,52.9,0.00,0.00
2025-02-23,8.3,10.8,4.7,8.40,35.5,73.8,8.40,0.00
2025-02-24,7.9,9.6,4.6,0.20,29.6,56.9,0.20,0.00
2025-02-25,5.3,9.1,2.2,1.30,25.6,48.2,1.30,0.00
2025-02-26,1.9,5.4,-1.5,1.30,9.2,20.9,1.30,0.00
2025-02-27,1.7,8.5,-2.3,0.20,10.7,22.3,0.20,0.00
2025-02-28,1.8,8.1,-3.0,0.00,16.4,31.7,0.00,0.00
2025-03-01,4.3,9.4,0.5,0.00,18.1,35.6,0.00,0.00
2025-03-02,5.4,9.3,0.2,0.00,30.6,58.7,0.00,0.00
2025-03-03,8.4,11.1,6.4,0.00,24.6,47.9,0.00,0.00
2025-03-04,8.9,9.4,8.4,0.20,33.7,63.7,0.20,0.00
2025-03-05,9.6,10.4,8.8,1.40,32.4,60.8,1.40,0.00
2025-03-06,10.3,14.1,6.8,0.20,26.4,49.3,0.20,0.00
2025-03-07,9.8,12.1,8.0,0.30,17.2,32.0,0.30,0.00
2025-03-08,8.8,15.1,4.0,1.20,12.8,24.1,1.20,0.00
2025-03-09,6.4,12.9,1.4,0.00,8.4,19.8,0.00,0.00
2025-03-10,5.3,7.8,1.8,0.60,21.7,42.5,0.60,0.00
2025-03-11,4.3,8.1,0.1,0.00,22.8,45.0,0.00,0.00
2025-03-12,4.6,7.1,1.9,0.40,23.2,45.4,0.40,0.00
2025-03-13,3.9,6.4,1.5,0.30,11.5,22.0,0.20,0.07
2025-03-14,4.5,8.6,0.9,1.40,15.1,31.3,1.00,0.28
2025-03-15,3.3,9.9,-2.4,0.00,9.8,21.2,0.00,0.00
2025-03-16,4.3,9.4,-1.0,0.00,11.6,22.0,0.00,0.00
2025-03-17,4.6,6.6,1.8,0.00,13.1,26.6,0.00,0.00
2025-03-18,1.7,7.6,-2.8,0.00,11.5,22.7,0.00,0.00
2025-03-19,1.7,9.6,-3.8,0.00,3.7,11.5,0.00,0.00
2025-03-20,2.6,11.1,-3.2,0.00,9.1,17.3,0.00,0.00
2025-03-21,6.5,13.3,0.3,0.00,21.7,40.7,0.00,0.00
2025-03-22,8.7,13.5,5.9,10.50,15.2,33.8,10.50,0.00
2025-03-23,7.9,10.9,6.1,5.30,15.0,29.9,5.30,0.00
2025-03-24,7.6,12.9,1.1,0.10,23.7,45.7,0.10,0.00
2025-03-25,10.2,15.4,4.4,0.00,16.3,32.8,0.00,0.00
2025-03-26,7.4,11.9,0.4,0.00,26.3,50.0,0.00,0.00
2025-03-27,10.3,11.8,8.4,11.80,32.5,61.2,11.80,0.00
2025-03-28,7.0,9.6,4.4,0.20,29.2,56.9,0.20,0.00
2025-03-29,6.9,9.6,4.1,3.30,32.6,66.6,3.30,0.00
2025-03-30,9.9,14.0,4.5,0.00,33.2,64.1,0.00,0.00
2025-03-31,10.5,15.9,4.6,0.10,17.8,34.9,0.10,0.00
2025-04-01,9.1,16.0,3.4,0.00,17.0,33.5,0.00,0.00
2025-04-02,6.5,13.9,0.9,0.00,16.5,32.4,0.00,0.00
2025-04-03,6.6,13.2,0.6,0.00,18.8,37.8,0.00,0.00
2025-04-04,6.6,10.9,3.5,0.00,19.5,39.2,0.00,0.00
2025-04-05,5.6,9.4,2.1,0.00,17.7,35.3,0.00,0.00
2025-04-06,7.1,11.9,3.0,0.00,11.7,24.5,0.00,0.00
2025-04-07,7.1,15.4,0.2,0.00,11.6,20.9,0.00,0.00
2025-04-08,6.9,14.2,0.9,0.00,10.9,23.0,0.00,0.00
2025-04-09,6.3,11.7,1.9,0.00,8.8,18.0,0.00,0.00
2025-04-10,9.4,18.5,0.2,0.00,17.6,34.6,0.00,0.00
2025-04-11,10.5,17.5,4.5,0.00,19.7,38.9,0.00,0.00
2025-04-12,9.8,17.5,1.6,0.60,16.1,30.6,0.60,0.00
2025-04-13,7.9,10.8,3.0,0.10,20.4,45.7,0.10,0.00
2025-04-14,6.2,11.4,2.8,10.20,20.2,38.5,10.00,0.14
2025-04-15,7.7,11.8,3.5,0.90,9.7,17.6,0.90,0.00
2025-04-16,7.2,9.4,5.9,10.00,32.8,61.6,10.00,0.00
2025-04-17,6.8,10.4,3.5,3.50,17.4,36.0,3.50,0.00
2025-04-18,5.9,10.7,-0.6,3.10,18.8,35.3,3.10,0.00
2025-04-19,7.5,9.4,5.6,1.40,21.0,39.6,1.40,0.00
2025-04-20,7.4,11.2,4.3,0.00,16.9,32.0,0.00,0.00
2025-04-21,8.1,12.1,3.9,4.90,14.3,27.4,4.90,0.00
2025-04-22,8.5,13.4,4.0,0.00,11.3,24.8,0.00,0.00
2025-04-23,8.4,13.4,3.0,0.10,13.0,27.4,0.10,0.00
2025-04-24,8.5,12.2,4.9,0.50,15.2,29.5,0.50,0.00
2025-04-25,8.5,12.5,5.0,0.10,18.0,36.0,0.10,0.00
2025-04-26,9.8,13.9,5.6,1.40,11.1,23.0,1.40,0.00
2025-04-27,12.3,16.5,8.4,1.60,26.6,50.8,1.60,0.00
2025-04-28,13.9,16.9,10.7,0.00,22.8,42.8,0.00,0.00
2025-04-29,13.5,19.2,8.1,0.00,14.0,28.1,0.00,0.00
2025-04-30,13.7,21.1,6.1,0.00,12.4,24.1,0.00,0.00
2025-05-01,12.5,16.3,8.2,0.30,19.3,38.5,0.30,0.00
2025-05-02,9.6,14.6,4.0,0.10,17.7,36.4,0.10,0.00
2025-05-03,9.8,13.0,6.5,0.00,23.2,43.9,0.00,0.00
2025-05-04,7.3,10.9,4.8,0.10,19.5,38.5,0.10,0.00
2025-05-05,6.9,13.4,0.2,0.00,11.7,22.0,0.00,0.00
2025-05-06,8.7,15.9,1.0,0.00,16.7,34.9,0.00,0.00
2025-05-07,9.4,13.1,5.9,0.00,14.3,27.4,0.00,0.00
2025-05-08,9.7,15.9,3.5,0.00,12.1,23.0,0.00,0.00
2025-05-09,11.8,18.5,4.5,0.00,13.8,28.1,0.00,0.00
2025-05-10,12.3,19.5,4.3,0.00,16.6,33.5,0.00,0.00
2025-05-11,12.2,18.9,6.2,0.00,18.4,35.6,0.00,0.00
2025-05-12,12.6,17.0,8.4,0.00,16.8,33.8,0.00,0.00
2025-05-13,12.5,18.9,6.8,0.00,14.5,29.9,0.00,0.00
2025-05-14,11.5,16.5,7.4,0.00,14.9,31.0,0.00,0.00
2025-05-15,11.1,18.5,3.3,0.00,13.0,27.4,0.00,0.00
2025-05-16,12.1,20.9,3.5,0.00,14.4,29.2,0.00,0.00
2025-05-17,13.4,21.5,4.8,0.00,14.5,29.2,0.00,0.00
2025-05-18,13.2,18.9,7.6,0.50,17.7,35.3,0.50,0.00
2025-05-19,11.7,16.7,7.8,0.10,16.0,37.8,0.10,0.00
2025-05-20,13.2,19.8,6.8,0.00,14.9,28.1,0.00,0.00
2025-05-21,12.1,18.6,8.1,0.10,18.8,37.4,0.10,0.00
2025-05-22,10.5,14.6,7.1,0.00,18.3,35.6,0.00,0.00
2025-05-23,10.6,16.3,4.0,5.80,13.7,26.6,5.80,0.00
2025-05-24,15.1,19.1,10.4,6.30,26.9,53.6,6.30,0.00
2025-05-25,12.1,13.9,8.1,5.40,30.5,60.1,5.40,0.00
2025-05-26,9.9,12.6,6.8,3.70,31.5,59.8,3.70,0.00
2025-05-27,10.8,14.4,6.9,0.10,24.5,48.6,0.10,0.00
2025-05-28,11.6,15.6,5.1,0.10,21.1,41.0,0.10,0.00
2025-05-29,13.8,17.9,10.1,11.00,35.2,68.0,11.00,0.00
2025-05-30,13.9,17.9,9.4,11.40,24.9,46.4,11.40,0.00
2025-05-31,12.9,18.3,9.2,16.50,21.2,46.8,16.50,0.00
2025-06-01,11.5,15.0,7.5,2.90,23.0,46.1,2.90,0.00
2025-06-02,11.4,14.9,6.4,0.90,27.4,50.8,0.90,0.00
2025-06-03,11.0,13.2,7.5,9.20,32.4,67.0,9.20,0.00
2025-06-04,9.5,12.1,6.8,0.50,28.9,58.0,0.50,0.00
2025-06-05,10.7,13.8,7.1,0.50,21.6,41.8,0.50,0.00
2025-06-06,10.8,14.8,5.2,0.40,19.2,37.4,0.40,0.00
2025-06-07,10.7,14.3,7.8,5.80,17.5,35.6,5.80,0.00
2025-06-08,10.5,15.3,5.1,0.20,19.5,43.9,0.20,0.00
2025-06-09,10.2,12.4,6.8,6.80,15.1,29.5,6.80,0.00
2025-06-10,13.5,18.0,8.6,0.90,18.1,36.4,0.90,0.00
2025-06-11,13.8,20.0,6.9,0.00,12.9,25.2,0.00,0.00
